"CMS Certification Number (CCN)","Provider Name","Provider Address",City/Town,State,"ZIP Code","Telephone Number","Provider SSA County Code",County/Parish,Urban,"Ownership Type","Number of Certified Beds","Average Number of Residents per Day","Average Number of Residents per Day Footnote","Provider Type","Provider Resides in Hospital","Legal Business Name","Date First Approved to Provide Medicare and Medicaid Services","Chain Name","Chain ID","Number of Facilities in Chain","Chain Average Overall 5-star Rating","Chain Average Health Inspection Rating","Chain Average Staffing Rating","Chain Average QM Rating","Continuing Care Retirement Community","Special Focus Status","Abuse Icon","Most Recent Health Inspection More Than 2 Years Ago","Provider Changed Ownership in Last 12 Months","With a Resident and Family Council","Automatic Sprinkler Systems in All Required Areas","Overall Rating","Overall Rating Footnote","Health Inspection Rating","Health Inspection Rating Footnote","QM Rating","QM Rating Footnote","Long-Stay QM Rating","Long-Stay QM Rating Footnote","Short-Stay QM Rating","Short-Stay QM Rating Footnote","Staffing Rating","Staffing Rating Footnote","Reported Staffing Footnote","Physical Therapist Staffing Footnote","Reported Nurse Aide Staffing Hours per Resident per Day","Reported LPN Staffing Hours per Resident per Day","Reported RN Staffing Hours per Resident per Day","Reported Licensed Staffing Hours per Resident per Day","Reported Total Nurse Staffing Hours per Resident per Day","Total number of nurse staff hours per resident per day on the weekend","Registered Nurse hours per resident per day on the weekend","Reported Physical Therapist Staffing Hours per Resident Per Day","Total nursing staff turnover","Total nursing staff turnover footnote","Registered Nurse turnover","Registered Nurse turnover footnote","Number of administrators who have left the nursing home","Administrator turnover footnote","Nursing Case-Mix Index","Nursing Case-Mix Index Ratio","Case-Mix Nurse Aide Staffing Hours per Resident per Day","Case-Mix LPN Staffing Hours per Resident per Day","Case-Mix RN Staffing Hours per Resident per Day","Case-Mix Total Nurse Staffing Hours per Resident per Day","Case-Mix Weekend Total Nurse Staffing Hours per Resident per Day","Adjusted Nurse Aide Staffing Hours per Resident per Day","Adjusted LPN Staffing Hours per Resident per Day","Adjusted RN Staffing Hours per Resident per Day","Adjusted Total Nurse Staffing Hours per Resident per Day","Adjusted Weekend Total Nurse Staffing Hours per Resident per Day","Rating Cycle 1 Standard Survey Health Date","Rating Cycle 1 Total Number of Health Deficiencies","Rating Cycle 1 Number of Standard Health Deficiencies","Rating Cycle 1 Number of Complaint Health Deficiencies","Rating Cycle 1 Health Deficiency Score","Rating Cycle 1 Number of Health Revisits","Rating Cycle 1 Health Revisit Score","Rating Cycle 1 Total Health Score","Rating Cycle 2 Standard Health Survey Date","Rating Cycle 2/3 Total Number of Health Deficiencies","Rating Cycle 2 Number of Standard Health Deficiencies","Rating Cycle 2/3 Number of Complaint Health Deficiencies","Rating Cycle 2/3 Health Deficiency Score","Rating Cycle 2/3 Number of Health Revisits","Rating Cycle 2/3 Health Revisit Score","Rating Cycle 2/3 Total Health Score","Total Weighted Health Survey Score","Number of Citations from Infection Control Inspections","Number of Fines","Total Amount of Fines in Dollars","Number of Payment Denials","Total Number of Penalties",Location,Latitude,Longitude,"Geocoding Footnote","Processing Date"
015361,"LAUDERDALE CHRISTIAN NURSING HOME","2019 COUNTY ROAD 394",KILLEN,AL,35645,2567572103,380,Lauderdale,Y,"Non profit - Church related",58,54.8,,"Medicare and Medicaid",N,"LAUDERDALE CHRISTIAN NURSING HOME",1970-07-23,,,,,,,,N,,N,Y,N,Resident,Yes,5,,4,,4,,4,,,2,5,,,,3.10427,0.62015,0.81987,1.44002,4.54428,3.85449,0.38114,0.01500,43.8,,27.3,,0,,1.20818,0.85574,1.98310,0.73479,0.58646,3.30435,2.92937,3.60169,0.71952,0.95124,5.27245,4.47212,2023-09-20,1,1,1,4,0,0,4,2019-07-25,1,1,0,16,1,0,16,7.000,,0,0.00,0,0,"2019 COUNTY ROAD 394,KILLEN,AL,35645",34.9148,'-87.503,22,2026-07-01
015369,"OAKS ON PARKWOOD SKILLED NURSING FACILITY","2625 LAUREL OAK DRIVE",BESSEMER,AL,35022,2054974520,360,Jefferson,Y,"Non profit - Corporation",130,124.5,,"Medicare and Medicaid",N,"OAKS ON PARKWOOD, LLC",1971-07-01,"NOLAND HEALTH",374,10,2.7,2.5,4.1,3.0,Y,,N,Y,N,Resident,Yes,1,,1,,1,,2,,1,,5,,,,2.60977,0.62344,0.73384,1.35728,3.96705,3.34863,0.60179,0.01924,44.2,,28.6,,0,,1.20775,0.85543,1.98239,0.73453,0.58624,3.30316,2.92831,3.02904,0.72360,0.85174,4.60438,3.88660,2021-05-20,7,2,5,127,1,0,127,2019-07-18,7,6,1,44,1,0,44,106.250,,1,17345.00,0,1,"2625 LAUREL OAK DRIVE,BESSEMER,AL,35022",33.3426,'-86.962,22,2026-07-01
015371,"HERITAGE HEALTH CARE & REHAB INC","1101 SNOWS MILL AVENUE",TUSCALOOSA,AL,35406,2057595179,620,Tuscaloosa,Y,"For profit - Corporation",216,135.5,,"Medicare and Medicaid",N,"HERITAGE HEALTH CARE & REHAB, INC.",1977-08-01,,,,,,,,N,,N,Y,N,Resident,Yes,3,,3,,4,,5,,4,,4,,,,2.87855,0.86805,0.47337,1.34142,4.21997,3.53119,0.16192,0.00833,46.2,,25.0,,1,,1.30768,0.92621,2.14641,0.79531,0.63475,3.57647,3.17060,3.08569,0.93052,0.50744,4.52365,3.78530,2022-01-27,2,2,0,8,1,0,8,2019-05-16,4,4,0,28,1,0,28,13.000,,0,0.00,0,0,"1101 SNOWS MILL AVENUE,TUSCALOOSA,AL,35406",33.2283,'-87.56,,2026-07-01
015372,"REGENCY HEALTH CARE AND REHABILITATION CENTER","2061 POOLE DRIVE, NW",HUNTSVILLE,AL,35810,2568529290,440,Madison,Y,"For profit - Corporation",90,83.7,,"Medicare and Medicaid",N,"HUNTSVILLE SENIOR SERVICES LLC",1980-03-01,,,,,,,,N,,N,N,N,Resident,Yes,1,,1,,4,,4,,4,,3,,,,2.55690,1.07506,0.66318,1.73824,4.29515,3.38115,0.29772,0.05947,62.7,,73.3,,0,,1.32342,0.93737,2.17226,0.80488,0.64239,3.61953,3.20877,2.70829,1.13872,0.70244,4.54945,3.58134,2024-08-21,14,14,14,189,1,0,189,2019-08-29,3,3,0,12,1,0,12,144.750,,2,16801.00,1,3,"2061 POOLE DRIVE, NW,HUNTSVILLE,AL,35810",34.7605,'-86.593,,2026-07-01
015373,"HENRY COUNTY HEALTH AND REHABILITATION FACILITY","212 DOTHAN ROAD",ABBEVILLE,AL,36310,3345852241,330,Henry,Y,"Government - County",142,83.0,,"Medicare and Medicaid",N,"HENRY COUNTY NURSING HOME",1980-12-12,,,,,,,,N,,N,Y,N,Resident,Yes,4,,3,,3,,2,,4,,5,,,,2.94571,1.35761,0.72085,2.07847,5.02417,4.28717,0.41145,0.02252,43.6,,8.3,,0,,1.18340,0.83819,1.94243,0.71973,0.57443,3.23659,2.86929,3.48928,1.60814,0.85387,5.95129,5.07829,2022-02-04,3,3,0,12,1,0,12,2019-05-16,3,3,0,24,1,0,24,15.000,,0,0.00,0,0,"212 DOTHAN ROAD,ABBEVILLE,AL,36310",31.5548,'-85.253,,2026-07-01
015374,"THE PINE OF CAMDEN, LLC","550 PONDEROSA DRIVE",CAMDEN,AL,36726,3346824231,650,Wilcox,N,"For profit - Corporation",95,57.0,,"Medicare and Medicaid",N,"THE PINES OF CAMDEN LLC",1980-10-24,,,,,,,,N,,N,Y,N,Resident,Yes,5,,5,,2,,2,,,2,5,,,,2.85150,1.21641,0.61563,1.83204,4.68353,4.06845,0.26742,0.00688,19.4,,16.7,,0,,1.23358,0.87373,2.02480,0.75024,0.59879,3.37383,2.99095,3.24029,1.38227,0.69957,5.32212,4.62317,2021-03-18,0,0,0,0,0,0,0,2019-01-31,1,1,0,4,1,0,4,1.000,,0,0.00,0,0,"550 PONDEROSA DRIVE,CAMDEN,AL,36726",32.02,'-87.28,,2026-07-01
015375,"ANNISTON HEALTH AND REHAB SERVICES","600 E 8TH STREET",ANNISTON,AL,36207,2562364949,070,Calhoun,Y,"Non profit - Other",85,78.4,,"Medicare and Medicaid",N,"ANNISTON HEALTH AND REHAB SERVICES, LLC",1981-01-20,"NOLAND HEALTH",374,10,2.7,2.5,4.1,3.0,N,,N,Y,N,Resident,Yes,4,,3,,3,,2,,3,,5,,,,2.71480,0.48513,1.02536,1.51048,4.22528,3.61897,0.45202,0.04526,37.4,,16.7,,0,,1.24196,0.87967,2.03855,0.75534,0.60285,3.39674,3.01126,3.06414,0.54755,1.15730,4.76900,4.08467,2021-12-02,2,2,0,20,1,0,20,2019-06-27,2,2,0,20,1,0,20,20.000,,0,0.00,0,0,"600 E 8TH STREET,ANNISTON,AL,36207",33.6549,'-85.822,,2026-07-01
015376,"DIVERSICARE OF WINFIELD","144 COUNTY HWY 14",WINFIELD,AL,35594,2054874211,460,Marion,N,"For profit - Corporation",123,103.1,,"Medicare and Medicaid",N,"DIVERSICARE OF WINFIELD LLC",1981-04-08,"DIVERSICARE HEALTHCARE",185,46,2.5,2.4,2.9,3.5,N,,N,Y,N,Resident,Yes,4,,4,,3,,3,,3,,4,,,,1.82319,0.24658,0.99778,1.24435,3.06755,2.69329,0.64605,0.01385,41.8,,15.0,,0,,1.22070,0.86461,2.00365,0.74241,0.59253,3.33859,2.95972,2.09364,0.28315,1.14579,3.52258,3.09281,2021-06-03,2,2,0,8,1,0,8,2020-02-06,1,1,0,4,1,0,4,7.000,,0,0.00,0,0,"144 COUNTY HWY 14,WINFIELD,AL,35594",33.9377,'-87.822,,2026-07-01
015378,"MARSHALL MANOR NURSING HOME","3120 NORTH STREET",GUNTERSVILLE,AL,35976,2565826561,470,Marshall,N,"For profit - Corporation",91,87.7,,"Medicare and Medicaid",N,"PREFERRED HEALTH HOLDINGS LLC",1982-02-25,"PRESTON HEALTH SERVICES",702,5,3.2,3.2,3.2,2.8,N,,N,Y,N,Resident,Yes,3,,3,,2,,3,,2,,3,,,,2.72188,1.01976,0.53958,1.55934,4.28122,3.25513,0.21015,0.01745,57.8,,58.3,,0,,1.24721,0.88338,2.04716,0.75853,0.60540,3.41109,3.02399,3.05921,1.14614,0.60645,4.81181,3.65855,2023-06-23,2,2,0,20,1,0,20,2019-08-22,0,0,0,0,0,0,0,15.000,,0,0.00,0,0,"3120 NORTH STREET,GUNTERSVILLE,AL,35976",34.3163,'-86.312,,2026-07-01
015379,"MOBILE NURSING AND REHABILITATION CENTER","7020 BRUNS DRIVE",MOBILE,AL,36695,2516391588,480,Mobile,Y,"For profit - Limited Liability company",120,112.2,,"Medicare and Medicaid",N,"Legal Business Name Not Available",1982-07-19,"NORBERT BENNETT & DONALD DENZ",771,25,1.6,1.9,2.2,2.3,N,,N,N,N,Resident,Yes,2,,2,,4,,4,,3,,2,,,,1.88329,0.89207,0.34700,1.23907,3.12236,2.50456,0.13514,0.07337,62.8,,25.0,,0,,1.18162,0.83693,1.93950,0.71864,0.57356,3.23170,2.86495,2.23419,1.05828,0.41166,3.70413,2.97121,2025-06-27,10,10,4,56,1,0,56,2019-08-22,1,1,0,4,1,0,4,43.000,0,1,8788.00,0,1,"7020 BRUNS DRIVE,MOBILE,AL,36695",30.6476,'-88.237,22,2026-07-01
015381,"WILLOWBROOKE CT SKILLED CARE CTR WESTMINSTER VLG","500 SPANISH FORT BLVD","SPANISH FORT",AL,36527,2516267007,010,Baldwin,Y,"Non profit - Corporation",60,9.8,,"Medicare and Medicaid",N,"ACTS RETIREMENT-LIFE COMMUNITIES INC",1983-07-07,"ACTS RETIREMENT-LIFE COMMUNITIES",9,27,4.7,4.4,4.9,4.4,Y,,N,Y,N,Resident,Yes,4,,3,,4,,,2,4,,5,,,,2.64113,0.45481,1.39511,1.84992,4.49105,4.29209,1.37352,0.55052,,27,,27,,27,1.20065,0.85041,1.97075,0.73022,0.58280,3.28376,2.91111,3.08355,0.53099,1.62881,5.24336,5.01108,2021-04-08,1,1,0,16,1,0,16,2019-02-14,1,1,0,16,1,0,16,16.000,,0,0.00,0,0,"500 SPANISH FORT BLVD,SPANISH FORT,AL,36527",30.6669,'-87.917,,2026-07-01
015382,"CANTERBURY HEALTH CARE FACILITY","1720 KNOWLES ROAD","PHENIX CITY",AL,36869,3342910485,560,Russell,Y,"For profit - Corporation",137,129.6,,"Medicare and Medicaid",N,"CANTERBURY AOP SNF OPERATIONS LLC",1983-06-28,"VENZA CARE MANAGEMENT",614,22,2.4,2.5,3.0,2.6,N,,N,Y,N,Resident,Yes,2,,2,,2,,4,,1,,3,,,,2.82366,0.86669,0.38351,1.25019,4.07386,3.49470,0.23962,0.09194,54.2,,50.0,,1,,1.27731,0.90471,2.09658,0.77684,0.62001,3.49343,3.09699,3.09880,0.95114,0.42088,4.47082,3.83523,2023-06-02,6,6,0,24,2,12,36,2021-04-23,6,5,1,72,1,0,72,45.000,,0,0.00,0,0,"1720 KNOWLES ROAD,PHENIX CITY,AL,36869",32.4478,'-85.019,,2026-07-01
015383,"WOODLAND VILLAGE REHABILITATION AND HEALTHCARE CEN","1900 OLIVE STREET SW",CULLMAN,AL,35056,2567391430,210,Cullman,N,"For profit - Corporation",149,142.7,,"Medicare and Medicaid",N,"WOODLAND SNF OPERATIONS LLC",1983-08-09,"VENZA CARE MANAGEMENT",614,22,2.4,2.5,3.0,2.6,N,,N,Y,N,Both,Yes,4,,4,,2,,3,,2,,4,,,,2.67834,0.91270,0.50831,1.42101,4.09935,3.45705,0.27019,0.05716,38.2,,21.7,,0,,1.30867,0.92692,2.14804,0.79591,0.63523,3.57918,3.17300,2.86890,0.97764,0.54448,4.39102,3.70301,2021-05-06,1,1,0,4,1,0,4,2019-06-26,1,1,0,16,1,0,16,7.000,,0,0.00,0,0,"1900 OLIVE STREET SW,CULLMAN,AL,35056",34.1517,'-86.846,,2026-07-01
015386,"ADAMS REHABILITATION AND HEALTHCARE CENTER","1555 HILLABEE STREET","ALEXANDER CITY",AL,35010,2563290847,610,Tallapoosa,N,"For profit - Limited Liability company",88,70.9,,"Medicare and Medicaid",N,"ADAMS SNF OPERATIONS LLC",1984-02-27,"VENZA CARE MANAGEMENT",614,22,2.4,2.5,3.0,2.6,N,,N,Y,N,Resident,Yes,5,,5,,2,,3,,1,,4,,,,2.62666,0.71243,0.79046,1.50289,4.12956,3.59474,0.34978,0.14201,48.1,,16.7,,0,,1.28888,0.91290,2.11556,0.78387,0.62563,3.52505,3.12502,2.85675,0.77484,0.85970,4.49129,3.90963,2021-06-03,1,1,0,4,1,0,4,2019-02-28,0,0,0,0,0,0,0,3.000,,0,0.00,0,0,"1555 HILLABEE STREET,ALEXANDER CITY,AL,35010",32.9431,'-85.94,,2026-07-01
015388,"EAST GLEN","53 MEDICAL PARK DRIVE EAST",BIRMINGHAM,AL,35235,2058331777,360,Jefferson,Y,"For profit - Corporation",108,97.0,,"Medicare and Medicaid",N,"EAST GLEN, LLC",1985-03-29,"NOLAND HEALTH",374,10,2.7,2.5,4.1,3.0,N,,N,Y,N,Resident,Yes,3,,3,,4,,4,,3,,3,,,,2.41796,0.68978,0.55489,1.24467,3.66263,3.00654,0.21662,0.02825,56.9,,47.4,,0,,1.20746,0.85523,1.98192,0.73436,0.58611,3.30239,2.92762,2.80708,0.80079,0.64419,4.25205,3.49038,2023-03-16,3,3,0,12,1,0,12,2019-11-08,4,4,0,52,1,0,52,22.000,,0,0.00,0,0,"53 MEDICAL PARK DRIVE EAST,BIRMINGHAM,AL,35235",33.5917,'-86.668,,2026-07-01
015390,"CAPITOL HILL HEALTHCARE CENTER","520 SOUTH HULL STREET",MONTGOMERY,AL,36104,3348342920,500,Montgomery,Y,"For profit - Corporation",284,220.1,,"Medicare and Medicaid",N,"CAPITOL HILL HEALTHCARE CENTER, INC",1986-06-05,,,,,,,,N,,N,Y,N,Resident,Yes,4,,4,,2,,4,,1,,4,,,,2.36040,1.23878,0.42327,1.66205,4.02245,3.33810,0.15985,0.02678,36.3,,43.5,,1,,1.19291,0.84493,1.95804,0.72551,0.57904,3.26259,2.89234,2.77368,1.45568,0.49737,4.72674,3.92257,2021-04-01,1,1,0,8,1,0,8,2019-02-21,1,1,0,4,1,0,4,7.000,,0,0.00,0,0,"520 SOUTH HULL STREET,MONTGOMERY,AL,36104",32.3716,'-86.304,,2026-07-01
015391,"JACKSONVILLE HEALTH AND REHABILITATION, LLC","410 WILSON DRIVE SOUTHWEST",JACKSONVILLE,AL,36265,2564357704,070,Calhoun,Y,"For profit - Corporation",167,147.9,,"Medicare and Medicaid",N,"JACKSONVILLE HEALTH AND REHABILITATION, LLC",1986-10-23,"NHS MANAGEMENT",372,43,2.9,2.7,3.7,3.5,N,,N,Y,N,Resident,Yes,3,,2,,5,,5,,5,,3,,,,2.90559,0.69568,0.38181,1.07748,3.98308,3.45698,0.11567,0.00993,44.5,,44.4,,0,,1.31541,0.93169,2.15911,0.80001,0.63850,3.59762,3.18935,3.09637,0.74136,0.40688,4.24461,3.68397,2023-09-29,4,4,0,32,1,0,32,2019-09-19,4,4,0,32,1,0,32,32.000,,0,0.00,0,0,"410 WILSON DRIVE SOUTHWEST,JACKSONVILLE,AL,36265",33.8102,'-85.764,,2026-07-01
015392,"CYPRESS COVE CARE CENTER","200 ALABAMA AVENUE","MUSCLE SHOALS",AL,35661,2563814330,160,Colbert,Y,"For profit - Corporation",90,79.3,,"Medicare and Medicaid",N,"SUNBRIDGE HEALTHCARE LLC",1987-02-02,"GENESIS HEALTHCARE",237,185,2.4,2.3,2.5,3.5,N,,N,Y,N,Resident,Yes,5,,5,,3,,3,,3,,4,,,,1.73984,0.51731,1.07009,1.58740,3.32724,2.82667,0.71640,0.02084,38.0,,25.0,,0,,1.29159,0.91482,2.12002,0.78552,0.62694,3.53249,3.13161,1.88826,0.56144,1.16138,3.61108,3.06781,2020-01-09,1,1,0,4,1,0,4,2018-12-13,0,0,0,0,0,0,0,3.000,,0,0.00,0,0,"200 ALABAMA AVENUE,MUSCLE SHOALS,AL,35661",34.743,'-87.638,,2026-07-01
015393,"CROWNE HEALTH CARE OF MONTGOMERY","1837 UPPER WETUMPKA ROAD",MONTGOMERY,AL,36107,3342648416,500,Montgomery,Y,"For profit - Corporation",185,155.6,,"Medicare and Medicaid",N,"CROWNE HEALTH CARE OF MONTGOMERY, LLC",1987-02-12,"CROWNE HEALTH CARE",174,18,4.2,3.8,4.6,2.8,N,,N,Y,N,Resident,Yes,4,,4,,2,,2,,2,,4,,,,2.84154,0.79367,0.69607,1.48974,4.33128,3.41384,0.33148,0.00797,54.1,,35.0,,0,,1.22400,0.86695,2.00907,0.74442,0.59414,3.34763,2.96773,3.25425,0.90894,0.79717,4.96036,3.90967,2023-04-17,0,0,0,0,0,0,0,2021-04-16,4,4,0,44,1,0,44,11.000,0,0,0.00,0,0,"1837 UPPER WETUMPKA ROAD,MONTGOMERY,AL,36107",32.3862,'-86.282,,2026-07-01
015396,"DIVERSICARE OF GREENSBORO","616 ARMORY STREET",GREENSBORO,AL,36744,3346243054,320,Hale,Y,"For profit - Corporation",97,79.5,,"Medicare and Medicaid",N,"DAC OF GREENSBORO LLC",1987-05-22,"DIVERSICARE HEALTHCARE",185,46,2.5,2.4,2.9,3.5,N,,N,Y,N,Resident,Yes,5,,4,,5,,5,,,2,3,,,,1.78956,0.54853,0.50364,1.05217,2.84172,2.29412,0.30261,0.00821,32.1,,12.5,,0,,1.18394,0.83857,1.94332,0.72005,0.57469,3.23806,2.87060,2.11882,0.64945,0.59630,3.36457,2.71622,2024-02-01,3,3,0,12,1,0,12,2019-12-12,2,2,0,8,1,0,8,11.000,,0,0.00,0,0,"616 ARMORY STREET,GREENSBORO,AL,36744",32.6999,'-87.585,,2026-07-01
015397,"WINDSOR HOUSE","4411 MCALLISTER DRIVE",HUNTSVILLE,AL,35805,2568378585,440,Madison,Y,"For profit - Corporation",117,100.3,,"Medicare and Medicaid",N,"DIVERSICARE WINDSOR HOUSE, LLC",1987-10-16,"DIVERSICARE HEALTHCARE",185,46,2.5,2.4,2.9,3.5,N,,N,Y,N,Resident,Yes,1,,1,,3,,5,,1,,2,,,,1.74724,0.52819,0.56837,1.09656,2.84380,2.45593,0.38036,0.00985,56.8,,72.2,,1,,1.19189,0.84420,1.95636,0.72489,0.57855,3.25980,2.88987,2.05493,0.62120,0.66846,3.34459,2.88841,2021-05-29,11,11,0,92,1,0,92,2019-03-07,10,1,9,186,1,0,186,115.500,4,1,266231.00,0,1,"4411 MCALLISTER DRIVE,HUNTSVILLE,AL,35805",34.7174,'-86.629,,2026-07-01
015398,"MONROE MANOR HEALTH & REHABILITATION CENTER","236 WEST CLAIBORNE STREET",MONROEVILLE,AL,36460,2515752648,490,Monroe,N,"For profit - Corporation",84,67.9,,"Medicare and Medicaid",N,"MONROE MANOR NURSING HOME LLC",1988-01-07,"BALL HEALTHCARE SERVICES",66,9,2.7,2.8,3.2,3.0,N,,N,N,N,Both,Yes,1,,1,,3,,2,,3,,4,,,,2.17672,1.05512,0.71754,1.77265,3.94937,3.35765,0.36870,0.00475,19.0,,21.4,,,26,1.23400,0.87403,2.02548,0.75050,0.59899,3.37496,2.99196,2.47267,1.19857,0.81510,4.48635,3.81417,2026-04-13,12,12,2,68,2,34,102,2019-12-05,1,1,0,4,1,0,4,77.500,,0,0.00,0,0,"236 WEST CLAIBORNE STREET,MONROEVILLE,AL,36460",31.5265,'-87.328,,2026-07-01
015400,"MEADOWVIEW NURSING CENTER","7300 OLD HIGHWAY 78 EAST","PELL CITY",AL,35128,2056405212,570,"St. Clair",Y,"For profit - Corporation",59,56.2,,"Medicare and Medicaid",N,"ST. CLAIR HEALTH & REHAB, INC.",1988-02-11,"TRINITY MANAGEMENT, INC.",527,5,4.0,3.4,4.6,3.2,N,,N,Y,N,Resident,Yes,4,,4,,2,,3,,1,,4,,,,2.48804,0.86966,0.66943,1.53909,4.02713,3.58122,0.43036,0.00477,46.6,,50.0,,,26,1.24263,0.88014,2.03965,0.75575,0.60318,3.39857,3.01289,2.80669,0.98104,0.75517,4.54290,4.03989,2023-06-21,1,1,0,4,1,0,4,2021-04-15,4,4,0,28,1,0,28,10.000,,0,0.00,0,0,"7300 OLD HIGHWAY 78 EAST,PELL CITY,AL,35128",33.5863,'-86.286,22,2026-07-01
015402,"EL REPOSO NURSING FACILITY","260 MILNER CHAPEL ROAD",FLORENCE,AL,35634,2567572143,380,Lauderdale,Y,"For profit - Corporation",60,59.7,,"Medicare and Medicaid",N,"EL REPOSO NURSING FACILITY",1989-03-16,,,,,,,,N,,N,N,N,Resident,Yes,3,,3,,4,,4,,,2,4,,,,3.39427,0.93247,0.45012,1.38259,4.77686,3.96578,0.20336,0.00000,42.4,,14.3,,0,,1.24445,0.88143,2.04263,0.75685,0.60406,3.40354,3.01730,3.82339,1.05036,0.50702,5.38077,4.46716,2024-07-03,1,1,1,16,1,0,16,2019-08-01,0,0,0,0,0,0,0,12.000,,0,0.00,0,0,"260 MILNER CHAPEL ROAD,FLORENCE,AL,35634",34.7997,'-87.676,22,2026-07-01
015403,"PALM GARDENS HEALTH AND REHABILITATION, LLC","3104 DAUPHIN SQUARE CONNECTOR",MOBILE,AL,36607,2514502800,480,Mobile,Y,"For profit - Corporation",100,89.8,,"Medicare and Medicaid",N,"PALM GARDENS HEALTH AND REHABILITATION LLC",1989-10-04,"NHS MANAGEMENT",372,43,2.9,2.7,3.7,3.5,N,,N,Y,N,Resident,Yes,5,,5,,4,,4,,3,,4,,,,2.22332,0.45571,1.16550,1.62122,3.84454,3.28989,0.85953,0.06339,68.4,,47.6,,1,,1.26142,0.89345,2.07048,0.76717,0.61230,3.44995,3.05844,2.47071,0.50642,1.29519,4.27233,3.65596,2021-07-16,0,0,0,0,0,0,0,2019-11-14,0,0,0,0,0,0,0,0.000,,0,0.00,0,0,"3104 DAUPHIN SQUARE CONNECTOR,MOBILE,AL,36607",30.698,'-88.102,22,2026-07-01
015404,"BARON HOUSE OF HUEYTOWN","190 BROOKLANE DRIVE",HUEYTOWN,AL,35023,2054912905,360,Jefferson,Y,"For profit - Limited Liability company",50,35.1,,"Medicare and Medicaid",N,"DIVERSICARE OF HUEYTOWN LLC",1989-12-08,"DIVERSICARE HEALTHCARE",185,46,2.5,2.4,2.9,3.5,N,,N,Y,N,Resident,Yes,4,,4,,2,,2,,,2,3,,,,1.98924,0.34388,0.69637,1.04026,3.02949,2.67876,0.37176,0.02296,45.5,,57.1,,1,,1.26233,0.89410,2.07198,0.76773,0.61274,3.45245,3.06066,2.20898,0.38187,0.77330,3.36416,2.97467,2024-03-13,3,3,0,8,1,0,8,2019-10-24,2,2,0,8,1,0,8,8.000,,0,0.00,0,0,"190 BROOKLANE DRIVE,HUEYTOWN,AL,35023",33.4464,'-86.979,,2026-07-01
015406,"Greenway Health and Rehabilitation Center, LLC","13750 HIGHWAY 90 WEST","GRAND BAY",AL,36541,2518656443,480,Mobile,Y,"For profit - Corporation",92,71.1,,"Medicare and Medicaid",N,"ARABELLA HEALTH & WELLNESS OF GRAND BAY OPCO LLC",1993-06-29,"ARABELLA HEALTHCARE MANAGEMENT",633,13,2.7,2.6,2.9,3.2,N,,N,Y,N,Resident,Yes,1,,1,,4,,5,,3,,3,,,,1.97688,0.98354,0.67882,1.66236,3.63924,3.17059,0.27710,0.06578,72.1,,86.7,,2,,1.20563,0.85394,1.97892,0.73324,0.58522,3.29738,2.92318,2.29851,1.14355,0.78926,4.23132,3.68641,2023-08-17,1,1,0,100,1,0,100,2022-07-13,17,3,14,675,1,0,675,243.750,,8,78421.00,2,10,"13750 HIGHWAY 90 WEST,GRAND BAY,AL,36541",30.4906,'-88.331,22,2026-07-01
015407,"HEALTH CARE INC","38286 US HIGHWAY 231",ASHVILLE,AL,35953,2055945148,570,"St. Clair",Y,"For profit - Individual",53,48.2,,"Medicare and Medicaid",N,"HEALTH CARE, INC.",1990-08-22,,,,,,,,N,,N,Y,N,Both,Yes,3,,3,,2,,2,,,2,2,,,,2.15970,0.80350,0.30748,1.11098,3.27067,2.53149,0.27998,0.00000,78.3,,100.0,,1,,0.99082,0.70179,1.62632,0.60260,0.48095,2.70987,2.40234,3.05547,1.13677,0.43501,4.62725,3.58148,2022-08-24,3,3,0,24,1,0,24,2021-08-12,0,0,0,0,0,0,0,18.000,,0,0.00,0,0,"38286 US HIGHWAY 231,ASHVILLE,AL,35953",33.875,'-86.299,,2026-07-01
015408,"WALKER REHABILITATION CENTER, INC","350 NORTHEAST 4TH STREET","CARBON HILL",AL,35549,2059244404,630,Walker,Y,"For profit - Corporation",59,46.6,,"Medicare and Medicaid",N,"WALKER REHABILITATION CENTER, INC",1990-10-04,,,,,,,,N,"SFF Candidate",Y,N,N,Resident,Yes,1,,1,,1,,1,,1,,3,,,,2.29139,0.84445,0.57146,1.41591,3.70730,2.90971,0.22893,0.00488,68.8,,100.0,,0,,1.23062,0.87164,2.01994,0.74844,0.59735,3.36573,2.98378,2.61008,0.96190,0.65094,4.22292,3.31440,2024-11-30,10,10,9,924,1,0,924,2020-02-06,3,2,1,12,1,0,12,696.000,,1,235127.00,0,1,"350 NORTHEAST 4TH STREET,CARBON HILL,AL,35549",33.8892,'-87.522,,2026-07-01
